timestamp_unix,mode,phase,ip,request_id,task_type,payload_bytes,status_code,response_ms,outcome,error
1775362015.111,flood,attack,192.168.100.10,361,find_vowels,100,403,25.4,blocked,
1775362015.132,flood,attack,192.168.100.10,362,find_vowels,100,403,14.4,blocked,
1775362015.154,flood,attack,192.168.100.10,363,factorial,36,403,32.4,blocked,
1775362015.176,flood,attack,192.168.100.10,364,addition,49,403,15.8,blocked,
1775362015.197,flood,attack,192.168.100.10,365,factorial,36,403,13.6,blocked,
1775362015.219,flood,attack,192.168.100.10,366,find_vowels,80,403,21.5,blocked,
1775362015.240,flood,attack,192.168.100.10,367,addition,49,403,31.1,blocked,
1775362015.263,flood,attack,192.168.100.10,368,find_vowels,60,403,26.2,blocked,
1775362015.286,flood,attack,192.168.100.10,369,multiplication,54,403,14.5,blocked,
1775362015.307,flood,attack,192.168.100.10,370,factorial,36,403,24.8,blocked,
1775362015.329,flood,attack,192.168.100.10,371,factorial,36,403,29.0,blocked,
1775362015.351,flood,attack,192.168.100.10,372,string_length,54,403,14.6,blocked,
1775362015.374,flood,attack,192.168.100.10,373,factorial,36,403,22.0,blocked,
1775362015.397,flood,attack,192.168.100.10,374,multiplication,55,403,15.0,blocked,
1775362015.419,flood,attack,192.168.100.10,375,addition,49,403,23.8,blocked,
1775362015.440,flood,attack,192.168.100.10,376,addition,49,403,22.4,blocked,
1775362015.462,flood,attack,192.168.100.10,377,find_vowels,60,403,16.3,blocked,
1775362015.484,flood,attack,192.168.100.10,378,string_length,54,403,14.8,blocked,
1775362009.387,flood,attack,192.168.100.10,96,factorial,36,200,6127.0,allowed,
1775362015.506,flood,attack,192.168.100.10,379,string_length,66,403,28.3,blocked,
1775362015.528,flood,attack,192.168.100.10,380,factorial,36,403,13.4,blocked,
1775362015.550,flood,attack,192.168.100.10,381,find_vowels,100,403,21.3,blocked,
1775362008.885,flood,attack,192.168.100.10,74,addition,49,200,6707.2,allowed,
1775362015.573,flood,attack,192.168.100.10,382,multiplication,55,403,26.3,blocked,
1775362015.594,flood,attack,192.168.100.10,383,multiplication,55,403,14.7,blocked,
1775362015.616,flood,attack,192.168.100.10,384,multiplication,54,403,14.6,blocked,
1775362015.637,flood,attack,192.168.100.10,385,string_length,66,403,28.0,blocked,
1775362015.658,flood,attack,192.168.100.10,386,string_length,54,403,15.8,blocked,
1775362015.680,flood,attack,192.168.100.10,387,factorial,36,403,14.8,blocked,
1775362009.629,flood,attack,192.168.100.10,107,factorial,36,200,6100.0,allowed,
1775362015.702,flood,attack,192.168.100.10,388,factorial,36,403,28.4,blocked,
1775362015.723,flood,attack,192.168.100.10,389,string_length,90,403,22.7,blocked,
1775362015.745,flood,attack,192.168.100.10,390,addition,49,403,15.9,blocked,
1775362015.768,flood,attack,192.168.100.10,391,factorial,36,403,14.1,blocked,
1775362015.790,flood,attack,192.168.100.10,392,addition,49,403,32.9,blocked,
1775362015.811,flood,attack,192.168.100.10,393,factorial,36,403,50.9,blocked,
1775362015.834,flood,attack,192.168.100.10,394,addition,49,403,41.3,blocked,
1775362015.855,flood,attack,192.168.100.10,395,multiplication,54,403,22.7,blocked,
1775362008.862,flood,attack,192.168.100.10,73,find_vowels,100,200,7021.1,allowed,
1775362015.879,flood,attack,192.168.100.10,396,string_length,66,403,16.7,blocked,
1775362015.901,flood,attack,192.168.100.10,397,factorial,36,403,24.9,blocked,
1775362015.922,flood,attack,192.168.100.10,398,addition,49,403,11.7,blocked,
1775362015.943,flood,attack,192.168.100.10,399,find_vowels,80,403,21.9,blocked,
1775362009.758,flood,attack,192.168.100.10,113,factorial,36,200,6212.3,allowed,
1775362015.964,flood,attack,192.168.100.10,400,factorial,36,403,24.2,blocked,
1775362015.987,flood,attack,192.168.100.10,401,factorial,36,403,11.4,blocked,
1775362016.007,flood,attack,192.168.100.10,402,multiplication,54,403,21.5,blocked,
1775362016.029,flood,attack,192.168.100.10,403,string_length,78,403,24.0,blocked,
1775362016.051,flood,attack,192.168.100.10,404,factorial,36,403,22.4,blocked,
1775362009.430,flood,attack,192.168.100.10,98,addition,49,200,6648.4,allowed,
1775362016.073,flood,attack,192.168.100.10,405,addition,49,403,20.0,blocked,
1775362016.094,flood,attack,192.168.100.10,406,factorial,36,403,23.9,blocked,
1775362016.115,flood,attack,192.168.100.10,407,string_length,54,403,11.0,blocked,
1775362016.137,flood,attack,192.168.100.10,408,find_vowels,80,403,24.9,blocked,
1775362016.158,flood,attack,192.168.100.10,409,find_vowels,60,403,14.6,blocked,
1775362016.180,flood,attack,192.168.100.10,410,addition,49,403,18.1,blocked,
1775362016.202,flood,attack,192.168.100.10,411,multiplication,55,403,21.9,blocked,
1775362016.224,flood,attack,192.168.100.10,412,find_vowels,80,403,31.7,blocked,
1775362016.245,flood,attack,192.168.100.10,413,multiplication,54,403,26.1,blocked,
1775362016.266,flood,attack,192.168.100.10,414,find_vowels,100,403,14.5,blocked,
1775362016.288,flood,attack,192.168.100.10,415,factorial,36,403,31.5,blocked,
1775362016.309,flood,attack,192.168.100.10,416,factorial,36,403,13.8,blocked,
1775362016.331,flood,attack,192.168.100.10,417,string_length,54,403,34.3,blocked,
1775362016.353,flood,attack,192.168.100.10,418,string_length,66,403,20.8,blocked,
1775362016.374,flood,attack,192.168.100.10,419,factorial,36,403,31.4,blocked,
1775362016.396,flood,attack,192.168.100.10,420,factorial,36,403,26.2,blocked,
1775362016.419,flood,attack,192.168.100.10,421,string_length,78,403,12.5,blocked,
1775362016.440,flood,attack,192.168.100.10,422,factorial,36,403,31.2,blocked,
1775362009.365,flood,attack,192.168.100.10,95,find_vowels,100,200,7113.6,allowed,
1775362016.461,flood,attack,192.168.100.10,423,factorial,36,403,24.6,blocked,
